-0.015214633	-0.034876846	-0.034387372	-0.016523968	-0.01841148	0.041852843	0.023331773	-0.044593703
-0.0026216507	-0.03907784	0.018011782	-0.0201998	-0.016550086	0.00067655	0.013480727	-0.04800543
-0.0493336	-0.019142186	0.039771166	-0.045522213	-0.03229616	-0.01511072	0.00890094	0.0034872182
0.04542284	-0.013974	0.046925794	-0.01595198	-0.028375817	-0.020384192	0.019870546	-0.0060875528
-0.0006179698	0.04997505	-0.040326584	-0.0440897	-0.020003319	0.01190076	-0.041257847	-0.025363147
-0.020584036	0.021793637	-0.037618708	-0.020183885	0.04063001	0.04904789	0.026021663	0.0037832484
-0.000315357	0.035922635	-0.029761387	0.010366403	-0.036925185	-0.017540656	-0.02928859	-0.01137476
-0.04636804	0.030877981	-0.045528818	-0.029401576	-0.048984624	-0.0013632998	0.032337036	-0.030980958
-0.012288667	0.04465661	-0.027926756	0.010386489	-0.0060667284	0.039878998	-0.037515737	0.031774256
-0.04410969	-0.0072489977	0.02077483	-0.008202635	-0.0052728653	-0.04102602	-0.011052452	0.010387886
0.045883063	0.033136833	-0.023695027	0.00089678913	0.008203018	0.042948056	0.005554296	-0.009679973
-0.011133123	-0.023626793	-0.0032474026	-0.045358863	0.043997895	-0.009601377	-0.034155644	-0.0053250305
0.039665412	-0.03431827	0.030815769	0.00027018785	-0.02049507	-0.031079972	0.040220644	-0.014318716
-0.02192012	-0.006407153	-0.01539569	-0.009965181	0.032449033	0.04121906	0.00033558533	-0.023452092
-0.03589741	-0.00081365183	0.040460233	-0.0035829172	-0.01173576	0.0037091002	0.038965378	0.002708353
-0.04092882	-0.034339502	0.027669284	0.033365253	-0.015563525	-0.00032545254	-0.007396508	0.018875752
0.024219934	0.014667381	-0.019420946	-0.03182806	-0.038705528	-0.015158951	0.013637278	0.040407363
0.034610238	0.02269857	-0.009309806	0.025878493	-0.04810343	0.0064649805	-0.04092574	-0.01780324
0.03558841	-0.038295865	-0.015521012	-0.044326197	0.042425346	-0.02572049	0.035300303	0.0033606887
-0.029363489	0.049512234	-0.034776606	0.0358377	-0.030232359	-0.030189395	0.0075570233	0.0019621626
